Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C11, C12, C13, C14, C15, C16, C19, C20, C22, C23, C24, C5, C7, C8",0402,15,0.1uF,
C10,0402,1,1uF,
"C17, C18, C21",0805,3,10uF,
"C2, C3, C9",0402,3,22nF,
"C4, C6",0402,2,2.2nF,
J1,1373827,1,1373827,
L1,1008,1,2.2uH,LQM2HPN2R2MG0L
R1,0402,1,120k,
"R2, R4",0402,2,3.3k,
"R3, R5, R9",0402,3,10k,
"R6, R7",0402,2,1k,
R8,0603,1,0.22R,
U1,ADXRS649BBGZ,1,ADXRS649BBGZ,
U2,ADXL380,1,ADXL380,
U3,ADS1219IRTER,1,ADS1219IRTER,
U4,REF2041,1,REF2041,
