Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2",0805,2,10u,
F1,1206,1,350m,
J1,PTF11001LD,1,PTF-110-01-L-D,
J2,connector_Harwin_G125–MG10605M4P,1,Harwin Gecko,
J3,AMPHENOL_GMSB0522132EU,1,GMSB0522132EU,
U1,SOT-23-5_HandSoldering,1,TLV75533PDBV,
