Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2, J3",TAOGLAS_EMPCB.SMAFSTJ.B.HT,3,Conn_Coaxial_Small,
R1,0603,1,100R,
U1,PD0810J5050S2HF,1,PD0810J5050S2HF,
